Episode	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	Time
4240	-31.075006	59.413555	71.95	-134.95001	100.0	5 h 42 min 50 sec
4260	-78.57001	48.670906	34.399994	-181.20001	100.0	5 h 44 min 34 sec
4280	-50.575005	65.01886	73.399994	-172.0	100.0	5 h 46 min 14 sec
4300	-66.842514	58.104275	99.799995	-155.70001	100.0	5 h 47 min 55 sec
4320	-39.4975	55.199562	74.399994	-174.3	100.0	5 h 49 min 34 sec
4340	-65.927505	63.68177	64.149994	-195.80002	100.0	5 h 51 min 15 sec
4360	-77.310005	58.909676	28.049994	-169.65001	100.0	5 h 52 min 57 sec
4380	-38.78251	62.36895	48.799995	-138.90001	100.0	5 h 54 min 39 sec
4400	-48.230007	74.34777	94.95	-184.35	100.0	5 h 56 min 31 sec
4420	-62.555004	68.01909	60.149998	-200.65001	100.0	5 h 58 min 23 sec
4440	-60.882507	43.598423	46.199997	-127.8	100.0	6 h 0 min 6 sec
4460	-51.492504	69.08035	144.15	-166.55	100.0	6 h 1 min 49 sec
4480	-64.33501	62.03918	41.349995	-221.55	100.0	6 h 3 min 34 sec
4500	-67.74251	54.525524	36.299995	-163.05	100.0	6 h 5 min 15 sec
4520	-41.930008	46.214268	50.799995	-131.05	100.0	6 h 7 min 1 sec
4540	-38.407505	58.725853	76.6	-150.6	100.0	6 h 8 min 54 sec
4560	-85.825	70.51634	20.799995	-231.15001	100.0	6 h 10 min 39 sec
4580	-40.797504	56.789906	85.2	-130.1	100.0	6 h 12 min 28 sec
4600	-38.117504	74.5452	183.09999	-133.15001	100.0	6 h 14 min 28 sec
4620	-43.955006	52.550785	78.1	-159.1	100.0	6 h 16 min 18 sec
4640	-47.000008	54.889694	61.449997	-148.05	100.0	6 h 18 min 11 sec
4660	-43.210003	56.96058	86.149994	-197.85	100.0	6 h 19 min 54 sec
4680	-23.590006	59.1577	75.99999	-164.05	100.0	6 h 21 min 49 sec
4700	-49.477505	83.21412	149.2	-176.70001	100.0	6 h 23 min 40 sec
4720	-58.90751	53.659004	6.249994	-163.85	100.0	6 h 25 min 31 sec
4740	-64.0125	54.639782	12.349995	-203.6	100.0	6 h 27 min 19 sec
4760	-42.760002	60.9197	43.949997	-152.55	100.0	6 h 29 min 5 sec
4780	-62.3875	55.89149	22.549995	-203.40001	100.0	6 h 30 min 57 sec
4800	-59.8025	55.054157	68.45	-136.25	100.0	6 h 32 min 52 sec
4820	-56.7	64.427124	63.799995	-174.3	100.0	6 h 34 min 47 sec
4840	-51.947502	54.70759	54.949997	-152.20001	100.0	6 h 36 min 35 sec
4860	-49.15	65.61165	86.049995	-167.55	100.0	6 h 38 min 27 sec
4880	-39.907505	62.177174	117.549995	-136.3	100.0	6 h 40 min 16 sec
4900	-66.525	59.154915	26.049995	-176.1	100.0	6 h 42 min 14 sec
4920	-78.942505	48.917423	19.849995	-153.70001	100.0	6 h 44 min 5 sec
4940	-64.64751	59.726723	67.549995	-149.1	100.0	6 h 46 min 8 sec
4960	-30.815006	58.458588	90.99999	-129.3	100.0	6 h 48 min 2 sec
4980	-51.175	69.935196	109.799995	-165.75	100.0	6 h 49 min 52 sec
5000	-43.527508	56.60767	83.149994	-130.35	100.0	6 h 51 min 34 sec
5020	-33.590004	56.870728	123.799995	-119.850006	100.0	6 h 53 min 18 sec
5040	-69.227516	49.634567	58.449997	-145.7	100.0	6 h 55 min 15 sec
5060	-54.972504	42.89985	30.399996	-131.1	100.0	6 h 57 min 7 sec
5080	-65.855	65.09682	54.149994	-165.35	100.0	6 h 59 min 6 sec
5100	-57.61001	71.2682	84.299995	-200.55	100.0	7 h 1 min 3 sec
5120	-83.29	72.98789	80.399994	-207.75	100.0	7 h 2 min 55 sec
5140	-60.327503	53.772488	14.349995	-176.35	100.0	7 h 4 min 47 sec
